瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),浅加(m/s),浅氢(16规困),嚼档(%),捞浇痢柯档(∑C),泅瘤扁拘(hPa),秦搁扁拘(hPa),老炼(hr),老荤(MJ/m2),矫沥(10m),瘤搁惑怕(瘤搁惑怕内靛),泅惑锅龋(惫郴侥),瘤搁柯档(∑C)
131,没林,2023-01-01 18:00,1.7,,1.9,290,40,-10.4,1022.6,1030.1,0,0,2679,,,0
131,没林,2023-01-01 19:00,.5,,2.4,270,43,-10.6,1023.5,1031,,,2598,,,-.3
131,没林,2023-01-01 20:00,0,,2.1,270,45,-10.5,1024,1031.5,,,3668,,,-.3
131,没林,2023-01-01 21:00,-.4,,1.7,270,43,-11.4,1024.5,1032,,,4657,,,-.4
131,没林,2023-01-01 22:00,-1.2,,.8,270,46,-11.3,1024.8,1032.4,,,4551,,,-.5
131,没林,2023-01-01 23:00,-1.3,,1.9,290,47,-11.1,1025.2,1032.8,,,4375,,,-.7
131,没林,2023-01-02 00:00,-1.8,,2.4,290,41,-13.3,1025.2,1032.8,,,5000,,,-.9
131,没林,2023-01-02 01:00,-2.3,,.5,160,39,-14.4,1025.3,1032.9,,,5000,,,-1.2
131,没林,2023-01-02 02:00,-3.3,,0,0,42,-14.4,1025.5,1033.1,,,5000,,,-1.4
131,没林,2023-01-02 03:00,-3.6,,.4,0,40,-15.2,1025.9,1033.5,,,5000,,,-2.1
131,没林,2023-01-02 04:00,-4,,1.5,270,39,-15.9,1025.8,1033.4,,,4987,,,-2.8
131,没林,2023-01-02 05:00,-4.5,,1.3,270,37,-17,1025.8,1033.5,,,4997,,,-3.3
131,没林,2023-01-02 06:00,-4.8,,1.3,270,37,-17.2,1025.6,1033.3,,,4931,,,-3.8
131,没林,2023-01-02 07:00,-5,,0,0,37,-17.4,1025.7,1033.4,,,4954,,,-4
131,没林,2023-01-02 08:00,-5.1,,.6,270,39,-16.9,1025.8,1033.5,0,0,4556,,,-4.1
131,没林,2023-01-02 09:00,-4.1,,1.4,270,35,-17.3,1026.4,1034.1,.9,.28,4859,,,-2.5
131,没林,2023-01-02 10:00,-2.9,,.9,290,34,-16.6,1026.6,1034.2,1,.97,4816,,,-.3
131,没林,2023-01-02 11:00,-2,,1,320,32,-16.5,1026.2,1033.8,1,1.5,4954,,,.6
131,没林,2023-01-02 12:00,-1.3,,2.3,290,29,-17,1025.1,1032.7,1,1.88,4995,,,.1
131,没林,2023-01-02 13:00,-.3,,1.8,290,29,-16.2,1024.5,1032,1,1.98,5000,,,2
131,没林,2023-01-02 14:00,.2,,2.3,290,35,-13.4,1023.3,1030.8,1,1.92,5000,,,3.1
131,没林,2023-01-02 15:00,.3,,2.3,290,29,-15.7,1022.9,1030.4,1,1.74,5000,,,3
131,没林,2023-01-02 16:00,0,,1.8,290,36,-13.3,1023,1030.5,1,1.03,5000,,,.3
131,没林,2023-01-02 17:00,-1.4,,3,290,40,-13.2,1023.2,1030.7,.7,.33,5000,,,0
131,没林,2023-01-02 18:00,-1.9,,2.3,290,46,-12,1023.9,1031.5,0,0,4993,,,-.5
131,没林,2023-01-02 19:00,-2.5,,1.8,270,46,-12.6,1024.5,1032.1,,,4928,,,-.7
131,没林,2023-01-02 20:00,-3,,1.4,270,48,-12.5,1025,1032.6,,,4978,,,-.7
131,没林,2023-01-02 21:00,-3.3,,.8,270,50,-12.2,1025.2,1032.8,,,4718,,,-.9
131,没林,2023-01-02 22:00,-3.3,,.8,270,50,-12.3,1024.9,1032.5,,,4821,,,-1.2
131,没林,2023-01-02 23:00,-4,,0,0,55,-11.7,1024.6,1032.2,,,4167,,,-1.5
131,没林,2023-01-03 00:00,-4.9,,0,0,61,-11.2,1024.6,1032.3,,,3708,,,-2.1
131,没林,2023-01-03 01:00,-5.1,,.5,200,62,-11.3,1024.5,1032.2,,,3386,,,-2.6
131,没林,2023-01-03 02:00,-6.5,,0,0,69,-11.2,1024.1,1031.8,,,3159,,,-3.4
131,没林,2023-01-03 03:00,-6.2,,0,0,69,-11,1024.5,1032.2,,,3082,,,-3.8
131,没林,2023-01-03 04:00,-6.8,,0,0,69,-11.5,1024.5,1032.2,,,2558,,,-4.2
131,没林,2023-01-03 05:00,-7.1,,0,0,71,-11.4,1024.3,1032,,,2545,,,-4.5
131,没林,2023-01-03 06:00,-6.9,,0,0,71,-11.3,1024.4,1032.1,,,2373,,,-4.9
131,没林,2023-01-03 07:00,-7.1,,0,0,72,-11.2,1024.7,1032.4,,,2295,,,-5
131,没林,2023-01-03 08:00,-7.9,,0,0,78,-11,1024.9,1032.7,0,0,1433,,,-5
131,没林,2023-01-03 09:00,-6.5,,0,0,72,-10.7,1024.8,1032.5,.9,.38,1175,,,-2.8
131,没林,2023-01-03 10:00,-5,,0,0,64,-10.7,1025,1032.7,1,1.14,1689,,,0
131,没林,2023-01-03 11:00,-2.8,,.4,0,45,-13.1,1024.8,1032.4,1,1.64,3577,,,1.1
131,没林,2023-01-03 12:00,-1.2,,.9,270,41,-12.8,1023.9,1031.4,1,1.85,3632,,,.2
131,没林,2023-01-03 13:00,0,,1.6,290,40,-12,1022.9,1030.4,1,1.99,4189,,,2.3
131,没林,2023-01-03 14:00,1.3,,2.2,270,37,-11.8,1022.2,1029.7,1,1.93,4618,,,4
131,没林,2023-01-03 15:00,1.5,,3,290,38,-11.3,1021.5,1029,1,1.7,4994,,,3.2
131,没林,2023-01-03 16:00,1.1,,2.5,290,33,-13.4,1021.5,1029,1,1.02,5000,,,.3
131,没林,2023-01-03 17:00,.3,,2.7,290,36,-13,1021.9,1029.4,.7,.35,5000,,,-.2
131,没林,2023-01-03 18:00,-.5,,1.9,290,38,-13.1,1022,1029.5,0,0,4986,,,-.4
131,没林,2023-01-03 19:00,-1.3,,2,290,45,-11.7,1022.3,1029.8,,,4784,,,-.7
131,没林,2023-01-03 20:00,-2.2,,.5,270,48,-11.7,1022.6,1030.2,,,4793,,,-.9
131,没林,2023-01-03 21:00,-2.8,,.5,250,45,-13.1,1023.2,1030.8,,,4904,,,-1.2
131,没林,2023-01-03 22:00,-3.2,,1,290,42,-14.3,1023.4,1031,,,4592,,,-1.3
131,没林,2023-01-03 23:00,-3.6,,0,0,43,-14.3,1023.4,1031,,,3941,,,-1.7
131,没林,2023-01-04 00:00,-4.1,,.1,0,48,-13.5,1023.8,1031.4,,,4134,,,-2.3
131,没林,2023-01-04 01:00,-4.9,,.1,0,53,-13,1023.6,1031.3,,,3674,,,-2.8
131,没林,2023-01-04 02:00,-5.4,,0,0,57,-12.5,1023.8,1031.5,,,3712,,,-3.4
131,没林,2023-01-04 03:00,-5.7,,1.3,160,56,-13,1023.2,1030.9,,,3781,,,-4
131,没林,2023-01-04 04:00,-6.8,,.1,0,68,-11.7,1023.3,1031,,,2637,,,-4.1
131,没林,2023-01-04 05:00,-5.5,,.6,160,55,-13.1,1023.1,1030.8,,,3898,,,-3
131,没林,2023-01-04 06:00,-5.6,,.5,290,62,-11.7,1023.4,1031.1,,,2125,,,-2.8
131,没林,2023-01-04 07:00,-5,,.2,0,63,-10.9,1024,1031.7,,,2226,,,-3
131,没林,2023-01-04 08:00,-4.9,,.1,0,60,-11.4,1024.1,1031.8,0,0,2206,,,-3
131,没林,2023-01-04 09:00,-4.6,,.1,0,60,-11.2,1024.4,1032.1,.1,.11,1816,,,-2.1
131,没林,2023-01-04 10:00,-2.9,,.6,290,57,-10.2,1024.6,1032.2,.1,.51,1607,,,0
131,没林,2023-01-04 11:00,-1.4,,.6,250,48,-11,1024.7,1032.3,.6,1.17,2594,,,1.3
131,没林,2023-01-04 12:00,.8,,1.2,180,45,-9.8,1024,1031.5,.8,1.68,3078,,,.4
131,没林,2023-01-04 13:00,2.3,,1.1,290,47,-7.8,1023.4,1030.8,1,1.93,3840,,,2.2
131,没林,2023-01-04 14:00,3.5,,1.7,270,42,-8.2,1022.8,1030.2,1,1.81,3831,,,4
131,没林,2023-01-04 15:00,4.2,,1.1,290,38,-8.8,1022.6,1030,1,1.61,3999,,,3.9
131,没林,2023-01-04 16:00,3.7,,1.8,290,39,-9,1022.5,1029.9,1,.99,3674,,,1
131,没林,2023-01-04 17:00,3,,1.8,290,35,-11,1022.3,1029.7,.7,.3,4288,,,.1
131,没林,2023-01-04 18:00,2.2,,1.6,290,43,-9.1,1022.6,1030,0,0,3487,,,0
131,没林,2023-01-04 19:00,1.6,,1.9,290,42,-9.9,1023.2,1030.7,,,3534,,,-.2
131,没林,2023-01-04 20:00,.7,,.7,290,46,-9.6,1023.5,1031,,,3105,,,-.3
131,没林,2023-01-04 21:00,.1,,.3,0,51,-8.8,1023.5,1031,,,2475,,,-.4
131,没林,2023-01-04 22:00,-.9,,0,0,58,-8.1,1024,1031.5,,,1633,,,-.5
131,没林,2023-01-04 23:00,-1.4,,0,0,61,-7.9,1024.2,1031.8,,,1904,,,-.5
131,没林,2023-01-05 00:00,-2.3,,0,0,60,-9,1024.4,1032,,,2025,,,-.7
131,没林,2023-01-05 01:00,-2.5,,0,0,63,-8.5,1024.6,1032.2,,,1874,,,-.7
131,没林,2023-01-05 02:00,-3.5,,0,0,69,-8.3,1024.5,1032.1,,,1647,,,-.9
131,没林,2023-01-05 03:00,-4,,0,0,73,-8.1,1024.5,1032.1,,,1390,,,-1.2
131,没林,2023-01-05 04:00,-4.5,,.1,0,75,-8.2,1024.5,1032.2,,,1121,,,-1.5
131,没林,2023-01-05 05:00,-5.2,,0,0,77,-8.6,1024.4,1032.1,,,960,,19,-2.1
131,没林,2023-01-05 06:00,-5.2,,0,0,76,-8.7,1024.5,1032.2,,,989,,19,-2.6
131,没林,2023-01-05 07:00,-5.7,,0,0,78,-8.9,1024.9,1032.6,,,864,,19,-3
131,没林,2023-01-05 08:00,-5.1,,0,0,76,-8.6,1024.9,1032.6,0,0,722,,19,-3.1
131,没林,2023-01-05 09:00,-4.5,,0,0,76,-8.1,1024.9,1032.6,0,.1,939,,19,-2.5
131,没林,2023-01-05 10:00,-3.7,,0,0,70,-8.3,1025.5,1033.1,1,.71,948,,4019,-.5
131,没林,2023-01-05 11:00,-1,,0,0,66,-6.5,1025,1032.5,1,1.16,677,,40,.2
131,没林,2023-01-05 12:00,.5,,0,0,61,-6.1,1024,1031.5,1,1.43,675,,40,.4
131,没林,2023-01-05 13:00,1.8,,.7,320,55,-6.2,1022.9,1030.4,.5,1.31,1051,,40,.6
131,没林,2023-01-05 14:00,3.1,,1,50,50,-6.3,1022.7,1030.1,.7,1.29,1067,,,.9
131,没林,2023-01-05 15:00,3.2,,.8,70,40,-9.1,1022.8,1030.2,0,.53,1668,,,.6
131,没林,2023-01-05 16:00,3.2,,1.5,50,45,-7.6,1022.9,1030.3,0,.27,1417,,,.3
131,没林,2023-01-05 17:00,3,,.9,360,48,-6.9,1022.9,1030.3,0,.06,1102,,,-.3
131,没林,2023-01-05 18:00,2.5,,0,0,50,-6.8,1023.2,1030.6,0,0,1049,,,0
131,没林,2023-01-05 19:00,1.7,,0,0,54,-6.6,1023.1,1030.6,,,706,,40,-.2
131,没林,2023-01-05 20:00,1.1,,0,0,59,-6,1022.6,1030.1,,,770,,40,-.2
131,没林,2023-01-05 21:00,.5,,0,0,65,-5.3,1022.5,1030,,,732,,40,-.3
131,没林,2023-01-05 22:00,-.4,,0,0,67,-5.7,1022.7,1030.2,,,660,,40,-.3
131,没林,2023-01-05 23:00,-.7,,0,0,68,-5.8,1022.7,1030.2,,,683,,40,-.4
131,没林,2023-01-06 00:00,-1.3,,0,0,72,-5.7,1022.7,1030.2,,,600,,40,-.5
131,没林,2023-01-06 01:00,-1.8,,0,0,73,-6,1022.5,1030.1,,,555,,40,-.7
131,没林,2023-01-06 02:00,-2.5,,0,0,77,-5.9,1022.5,1030.1,,,512,,4019,-1
131,没林,2023-01-06 03:00,-2.6,,0,0,78,-5.9,1022.1,1029.7,,,421,,19,-1.4
131,没林,2023-01-06 04:00,-3.6,,0,0,80,-6.5,1021.4,1029,,,396,,19,-1.8
131,没林,2023-01-06 05:00,-4,,0,0,80,-6.9,1020.6,1028.2,,,350,,19,-2
131,没林,2023-01-06 06:00,-3.5,,0,0,79,-6.6,1020.6,1028.2,,,335,,19,-1.8
131,没林,2023-01-06 07:00,-3.5,,.1,0,78,-6.7,1020.2,1027.8,,,332,,19,-2.3
131,没林,2023-01-06 08:00,-4,,.1,0,78,-7.2,1020,1027.6,0,0,357,,19,-2.6
131,没林,2023-01-06 09:00,-3,,.7,50,75,-6.8,1019.4,1027,.2,.15,382,,19,-1.8
131,没林,2023-01-06 10:00,-2.2,,.8,360,72,-6.5,1019.2,1026.7,1,.79,389,,4019,-.3
131,没林,2023-01-06 11:00,-.2,,.2,0,67,-5.5,1018.7,1026.2,1,1.29,422,,40,.2
131,没林,2023-01-06 12:00,2,,.2,0,57,-5.6,1017.5,1024.9,1,1.56,512,,40,.6
131,没林,2023-01-06 13:00,3.9,,1,320,54,-4.5,1016.2,1023.5,1,1.69,515,,40,2.5
131,没林,2023-01-06 14:00,5.6,,.9,230,55,-2.7,1014.9,1022.2,1,1.57,491,,40,3.4
131,没林,2023-01-06 15:00,5.9,,1,230,54,-2.7,1013.8,1021.1,1,1.3,450,,40,2.7
131,没林,2023-01-06 16:00,5.9,,1,230,54,-2.7,1012.8,1020.1,.9,.71,424,,40,1.5
131,没林,2023-01-06 17:00,5.5,,.4,0,54,-3,1012.5,1019.8,.1,.2,443,,40,.1
131,没林,2023-01-06 18:00,4.7,,.7,160,57,-3.1,1011.4,1018.7,0,0,452,,40,0
131,没林,2023-01-06 19:00,4,,.1,0,59,-3.3,1011,1018.3,,,426,,40,0
131,没林,2023-01-06 20:00,3.5,,0,0,64,-2.6,1010.1,1017.4,,,349,,40,0
131,没林,2023-01-06 21:00,3.9,,.1,0,62,-2.7,1009.7,1017,,,381,,40,0
131,没林,2023-01-06 22:00,3.9,,.6,140,64,-2.3,1008.9,1016.2,,,356,,40,0
131,没林,2023-01-06 23:00,3.7,,1.2,180,68,-1.6,1007.8,1015.1,,,455,,40,0
131,没林,2023-01-07 00:00,2.2,.3,1.2,270,82,-.5,1008.2,1015.5,,,196,,401901,0
131,没林,2023-01-07 01:00,2.5,,.7,200,83,-.1,1008,1015.3,,,229,,1901,0
131,没林,2023-01-07 02:00,2.7,,0,0,84,.2,1008.3,1015.6,,,217,,1901,0
131,没林,2023-01-07 03:00,2.9,.1,.1,0,85,.6,1008.5,1015.8,,,211,,19,0
131,没林,2023-01-07 04:00,2.7,,1.5,270,83,0,1008.3,1015.6,,,120,,1901,0
131,没林,2023-01-07 05:00,2.2,,0,0,89,.5,1008.6,1015.9,,,120,,1901,0
131,没林,2023-01-07 06:00,2.7,1.1,.9,250,83,0,1009,1016.3,,,129,,1901,0
131,没林,2023-01-07 07:00,3.2,,1.7,270,77,-.4,1010,1017.3,,,151,,1901,0
131,没林,2023-01-07 08:00,3.2,,2.4,290,70,-1.7,1011,1018.3,0,0,271,,19,0
131,没林,2023-01-07 09:00,3.2,0,2.5,270,63,-3.1,1011.7,1019,0,.05,396,,4019,.3
131,没林,2023-01-07 10:00,3.2,,2.3,290,61,-3.6,1012.5,1019.8,.1,.33,463,,40,.6
131,没林,2023-01-07 11:00,3.9,,2.7,290,60,-3.1,1013.2,1020.5,0,.71,480,,40,2
131,没林,2023-01-07 12:00,4.8,,2.7,290,57,-3,1012.9,1020.2,.4,1.2,583,,40,4
131,没林,2023-01-07 13:00,4.9,,3.2,290,50,-4.6,1012.5,1019.8,.8,1.66,834,,40,3.8
131,没林,2023-01-07 14:00,4.8,,2.9,290,52,-4.2,1012.8,1020.1,.9,1.49,667,,40,3.9
131,没林,2023-01-07 15:00,5,,3.8,290,46,-5.6,1012.8,1020.1,1,1.44,775,,40,4.3
131,没林,2023-01-07 16:00,4.8,,2.8,290,45,-6.1,1013.4,1020.7,1,.92,847,,40,1.9
131,没林,2023-01-07 17:00,4,,2.3,290,52,-4.9,1014,1021.3,.7,.3,803,,40,-.3
131,没林,2023-01-07 18:00,3.2,,1.1,290,57,-4.5,1014.6,1021.9,0,0,703,,40,0
131,没林,2023-01-07 19:00,2.5,,0,0,63,-3.8,1015.4,1022.8,,,635,,40,0
131,没林,2023-01-07 20:00,2,,1,270,64,-4.1,1015.7,1023.1,,,756,,40,-.2
131,没林,2023-01-07 21:00,2,,.7,270,64,-4.1,1016.1,1023.5,,,853,,40,-.2
131,没林,2023-01-07 22:00,1.1,,0,0,69,-3.9,1016.6,1024,,,670,,40,-.3
131,没林,2023-01-07 23:00,.1,,0,0,75,-3.8,1016.8,1024.3,,,566,,40,-.3
131,没林,2023-01-08 00:00,-.4,,0,0,75,-4.2,1016.4,1023.9,,,566,,40,-.4
131,没林,2023-01-08 01:00,-1,,0,0,78,-4.3,1016.7,1024.2,,,562,,40,-.5
131,没林,2023-01-08 02:00,-1.2,,0,0,79,-4.3,1017.4,1024.9,,,561,,40,-.5
131,没林,2023-01-08 03:00,-1.5,,0,0,79,-4.6,1018.4,1025.9,,,620,,40,-.5
131,没林,2023-01-08 04:00,-1.5,,0,0,79,-4.6,1018.4,1025.9,,,612,,40,-.5
131,没林,2023-01-08 05:00,-1.9,,0,0,80,-4.8,1018.2,1025.7,,,589,,40,-.7
131,没林,2023-01-08 06:00,-2.6,,0,0,84,-4.9,1017.9,1025.4,,,485,,4019,-.7
131,没林,2023-01-08 07:00,-3.1,,0,0,85,-5.2,1018.7,1026.3,,,347,,19,-.9
131,没林,2023-01-08 08:00,-3.3,,0,0,85,-5.4,1019.6,1027.2,0,0,319,,19,-.7
131,没林,2023-01-08 09:00,-2,,0,0,79,-5.1,1019.7,1027.2,.5,.25,528,,19,-.3
131,没林,2023-01-08 10:00,-.5,,0,0,72,-4.9,1019.8,1027.3,1,1.09,739,,19,.1
131,没林,2023-01-08 11:00,1.8,,0,0,62,-4.7,1019.5,1026.9,1,1.6,1100,,4019,.6
131,没林,2023-01-08 12:00,3.2,,0,0,56,-4.7,1018.6,1026,1,1.73,886,,,1.1
131,没林,2023-01-08 13:00,5,,1.2,270,45,-5.9,1017.7,1025,1,1.86,1621,,,3.9
131,没林,2023-01-08 14:00,6.1,,.8,270,42,-5.8,1017.2,1024.5,1,1.73,2005,,,5.5
131,没林,2023-01-08 15:00,6.5,,.8,290,37,-7.1,1016.7,1024,1,1.42,2546,,,5.1
131,没林,2023-01-08 16:00,6.1,,1.3,50,43,-5.5,1016.6,1023.9,1,.87,1898,,,2.7
131,没林,2023-01-08 17:00,5.5,,0,0,45,-5.5,1016.7,1024,.5,.25,1862,,,.3
131,没林,2023-01-08 18:00,5.1,,.9,50,45,-5.8,1016.8,1024.1,0,0,1713,,,0
131,没林,2023-01-08 19:00,4.5,,0,0,50,-5,1017.1,1024.4,,,1537,,,0
131,没林,2023-01-08 20:00,3.2,,0,0,59,-4,1017.3,1024.7,,,1153,,,0
131,没林,2023-01-08 21:00,2.6,,.7,160,55,-5.5,1017.2,1024.6,,,1583,,,0
131,没林,2023-01-08 22:00,1.6,,0,0,64,-4.4,1017.3,1024.7,,,1366,,,-.2
131,没林,2023-01-08 23:00,1.2,,0,0,65,-4.6,1017.2,1024.6,,,1377,,,-.2
131,没林,2023-01-09 00:00,.8,,0,0,65,-5,1016.9,1024.3,,,1304,,,-.3
131,没林,2023-01-09 01:00,.8,,.1,0,67,-4.6,1016.6,1024,,,1100,,,-.3
131,没林,2023-01-09 02:00,.6,,0,0,68,-4.6,1016.6,1024,,,1100,,,-.3
131,没林,2023-01-09 03:00,.4,,0,0,70,-4.4,1016.5,1024,,,1358,,,-.2
131,没林,2023-01-09 04:00,.7,,0,0,66,-4.9,1015.9,1023.3,,,1660,,,0
131,没林,2023-01-09 05:00,.8,,.1,0,70,-4,1015.4,1022.8,,,1148,,,0
131,没林,2023-01-09 06:00,1.2,,0,0,67,-4.2,1015.5,1022.9,,,1309,,,0
131,没林,2023-01-09 07:00,1.2,,0,0,71,-3.4,1015.6,1023,,,1100,,01,0
131,没林,2023-01-09 08:00,2,,1,50,65,-3.9,1015.8,1023.2,0,0,1100,,01,0
131,没林,2023-01-09 09:00,2.1,0,1.8,20,66,-3.6,1016.4,1023.8,0,0,695,,40,0
131,没林,2023-01-09 10:00,2.4,,1.1,50,69,-2.7,1017,1024.4,0,.02,756,,40,0
131,没林,2023-01-09 11:00,3.5,,.1,0,63,-2.8,1017.1,1024.5,0,.26,822,,40,.1
131,没林,2023-01-09 12:00,5.3,,0,0,59,-2,1016.4,1023.7,.2,.95,1100,,40,.6
131,没林,2023-01-09 13:00,7.6,,1.6,270,56,-.6,1015.7,1022.9,1,1.67,1151,,,5.7
131,没林,2023-01-09 14:00,8.1,,2.4,290,50,-1.7,1015.4,1022.6,.9,1.77,1141,,,8.3
131,没林,2023-01-09 15:00,8.1,,2.5,290,47,-2.5,1015.5,1022.7,1,1.5,1255,,,7
131,没林,2023-01-09 16:00,7.2,,2.3,270,42,-4.8,1016,1023.2,1,1,1642,,,3.8
131,没林,2023-01-09 17:00,5.3,,1.7,270,44,-5.9,1016.8,1024.1,.7,.38,1755,,,.6
131,没林,2023-01-09 18:00,3.5,,1.7,270,49,-6.2,1017.7,1025.1,0,0,1843,,,0
131,没林,2023-01-09 19:00,2.5,,1.5,290,53,-6.1,1018.7,1026.1,,,2121,,,0
131,没林,2023-01-09 20:00,1.7,,.5,230,55,-6.3,1019.3,1026.7,,,2161,,,-.3
131,没林,2023-01-09 21:00,1.2,,0,0,56,-6.6,1019.8,1027.3,,,2305,,,-.3
131,没林,2023-01-09 22:00,.9,,0,0,56,-6.9,1020.3,1027.8,,,2480,,,-.4
131,没林,2023-01-09 23:00,.3,,0,0,58,-7,1020.8,1028.3,,,2504,,,-.5
131,没林,2023-01-10 00:00,-.5,,0,0,65,-6.2,1021.3,1028.8,,,2044,,,-.5
131,没林,2023-01-10 01:00,-1.2,,0,0,67,-6.5,1021.6,1029.1,,,2002,,,-.7
131,没林,2023-01-10 02:00,-1.7,,0,0,72,-6,1022.2,1029.7,,,1775,,,-.7
131,没林,2023-01-10 03:00,-1.9,,0,0,73,-6.1,1022.4,1030,,,1648,,,-.9
131,没林,2023-01-10 04:00,-2.4,,0,0,74,-6.4,1022.3,1029.9,,,1524,,,-.9
131,没林,2023-01-10 05:00,-3.2,,.7,20,79,-6.3,1022.1,1029.7,,,1100,,,-.9
131,没林,2023-01-10 06:00,-3.8,,0,0,80,-6.7,1022.3,1029.9,,,868,,19,-1
131,没林,2023-01-10 07:00,-3.3,,1.5,50,76,-6.9,1022.4,1030,,,1100,,19,-1.2
131,没林,2023-01-10 08:00,-3.3,,0,0,76,-6.9,1022.8,1030.4,0,0,1100,,,-1.3
131,没林,2023-01-10 09:00,-1.9,,0,0,72,-6.2,1023.3,1030.9,.8,.34,1100,,,-.5
131,没林,2023-01-10 10:00,-.9,,1.9,70,65,-6.6,1023.2,1030.7,1,1.06,1100,,,.1
131,没林,2023-01-10 11:00,.6,,.8,290,64,-5.4,1023.2,1030.7,1,1.53,1100,,,.7
131,没林,2023-01-10 12:00,3.3,,.2,0,54,-5.1,1022.2,1029.6,1,1.82,1100,,,1.7
131,没林,2023-01-10 13:00,4.6,,1.1,270,50,-4.9,1021.3,1028.7,1,1.94,1154,,,4.3
131,没林,2023-01-10 14:00,6.5,,1.4,270,47,-4,1020.6,1027.9,1,1.87,1209,,,6.8
131,没林,2023-01-10 15:00,7.9,,.9,250,41,-4.5,1020.3,1027.6,1,1.66,1509,,,7.5
131,没林,2023-01-10 16:00,8.1,,1.5,270,36,-6.1,1020.1,1027.3,1,1.05,1789,,,4.3
131,没林,2023-01-10 17:00,7.5,,.5,200,37,-6.2,1019.7,1027,.7,.36,1635,,,1.1
131,没林,2023-01-10 18:00,6.4,,0,0,43,-5.2,1019.8,1027.1,0,0,1530,,,0
131,没林,2023-01-10 19:00,4.9,,0,0,48,-5.2,1020.4,1027.8,,,1359,,,-.2
131,没林,2023-01-10 20:00,4.1,,0,0,53,-4.6,1020.5,1027.9,,,1162,,,-.3
131,没林,2023-01-10 21:00,3.2,,0,0,58,-4.2,1020.6,1028,,,1100,,,-.4
131,没林,2023-01-10 22:00,2.4,,0,0,63,-3.9,1020.7,1028.1,,,969,,40,-.4
131,没林,2023-01-10 23:00,1.7,,0,0,62,-4.8,1020,1027.4,,,900,,40,-.5
131,没林,2023-01-11 00:00,.4,,0,0,70,-4.4,1019.9,1027.4,,,894,,40,-.5
131,没林,2023-01-11 01:00,0,,0,0,71,-4.6,1020,1027.5,,,858,,40,-.7
131,没林,2023-01-11 02:00,-.5,,0,0,74,-4.5,1020.1,1027.6,,,779,,40,-.7
131,没林,2023-01-11 03:00,-.8,,0,0,72,-5.2,1020.2,1027.7,,,911,,40,-.8
131,没林,2023-01-11 04:00,-1.7,,0,0,79,-4.8,1020.1,1027.6,,,704,,4019,-.9
131,没林,2023-01-11 05:00,-2.1,,0,0,81,-4.9,1019.7,1027.2,,,597,,19,-1
131,没林,2023-01-11 06:00,-2.3,,0,0,84,-4.6,1020.2,1027.8,,,487,,19,-1
131,没林,2023-01-11 07:00,-2,,0,0,81,-4.8,1020.3,1027.8,,,590,,19,-1.2
131,没林,2023-01-11 08:00,-2.8,,0,0,82,-5.4,1020.7,1028.3,0,0,522,,19,-1.1
131,没林,2023-01-11 09:00,-1.3,,0,0,77,-4.8,1020.8,1028.3,.7,.3,474,,19,-.3
131,没林,2023-01-11 10:00,0,,1.1,290,75,-3.9,1021.1,1028.6,1,1.05,555,,19,.1
